sorghum3,Pv1_jcvi
Sobic.004G330100,No Gene
Sobic.004G330200,No Gene
Sobic.004G330300,No Gene
Sobic.004G330400,No Gene
Sobic.004G330500,No Gene
Sobic.004G330600,Pavagv11018538m
Sobic.004G330700,Pavagv11018537m
Sobic.004G330800,Pavagv11018534m
Sobic.004G330900,Pavagv11018533m
Sobic.004G331000,Pavagv11018531m
Sobic.004G331100,No Gene
Sobic.004G331200,No Gene
Sobic.004G331300,Pavagv11018530m
Sobic.004G331400,Pavagv11018529m
Sobic.004G331500,Pavagv11018528m
Sobic.004G331600,Pavagv11018527m
Sobic.004G331700,Pavagv11018526m
Sobic.004G331800,Pavagv11018525m
Sobic.004G331900,Pavagv11018524m
Sobic.004G332000,Pavagv11018521m
Sobic.004G332100,Pavagv11018520m
Sobic.004G332200,Pavagv11018515m
Sobic.004G332300,Pavagv11018518m
Sobic.004G332400,Pavagv11018516m
Sobic.004G332500,No Gene
Sobic.004G332600,Pavagv11018513m
Sobic.004G332700,No Gene
Sobic.004G332800,No Gene
Sobic.004G332900,Pavagv11018512m
Sobic.004G333000,Pavagv11018511m
Sobic.004G333100,Pavagv11018510m
Sobic.004G333150,No Gene
Sobic.004G333200,Pavagv11018509m
Sobic.004G333300,Pavagv11018507m
Sobic.004G333400,Pavagv11018504m
Sobic.004G333500,Pavagv11018500m
Sobic.004G333600,Pavagv11018499m
Sobic.004G333700,Pavagv11018497m
Sobic.004G333800,No Gene
Sobic.004G333900,Pavagv11018494m
Sobic.004G334000,Pavagv11018493m
Sobic.004G334100,Pavagv11018492m
Sobic.004G334200,Pavagv11018491m
Sobic.004G334300,Pavagv11018489m
Sobic.004G334400,Pavagv11018484m
Sobic.004G334501,No Gene
Sobic.004G334601,No Gene
Sobic.004G334700,No Gene
Sobic.004G334800,Pavagv11018482m
Sobic.004G334900,Pavagv11018480m
Sobic.004G335000,Pavagv11018479m
Sobic.004G335100,No Gene
Sobic.004G335200,No Gene
Sobic.004G335300,No Gene
Sobic.004G335400,No Gene
Sobic.004G335500,No Gene
Sobic.004G335600,Pavagv11018476m
Sobic.004G335700,Pavagv11018475m
Sobic.004G335800,No Gene
Sobic.004G335900,Pavagv11018474m
Sobic.004G336000,Pavagv11018473m
Sobic.004G336100,No Gene
Sobic.004G336200,Pavagv11018469m
Sobic.004G336300,Pavagv11018468m
Sobic.004G336401,No Gene
Sobic.004G336500,Pavagv11018466m
Sobic.004G336600,Pavagv11018465m
Sobic.004G336700,Pavagv11018464m
Sobic.004G336800,Pavagv11018458m
Sobic.004G337000,Pavagv11018456m
Sobic.004G337066,No Gene
Sobic.004G337132,No Gene
Sobic.004G337200,Pavagv11018455m
Sobic.004G337300,Pavagv11018451m
Sobic.004G337400,Pavagv11018450m
Sobic.004G337500,Pavagv11018445m
Sobic.004G337600,No Gene
Sobic.004G337700,Pavagv11018444m
Sobic.004G337800,No Gene
Sobic.004G337850,No Gene
Sobic.004G337900,Pavagv11018442m
Sobic.004G337925,Pavagv11018437m
Sobic.004G337950,No Gene
Sobic.004G337975,No Gene
Sobic.004G338000,Pavagv11018435m
Sobic.004G338100,Pavagv11018434m
Sobic.004G338200,Pavagv11018429m
Sobic.004G338300,No Gene
Sobic.004G338400,Pavagv11018423m
Sobic.004G338500,No Gene
Sobic.004G338600,No Gene
Sobic.004G338701,No Gene
Sobic.004G338800,Pavagv11018418m
Sobic.004G338900,Pavagv11018414m
Sobic.004G339000,Pavagv11018413m
Sobic.004G339100,Pavagv11018412m
Sobic.004G339200,Pavagv11018408m
Sobic.004G339300,Pavagv11018407m
Sobic.004G339400,No Gene
Sobic.004G339500,Pavagv11018405m
Sobic.004G339600,Pavagv11018403m
Sobic.004G339700,Pavagv11018402m
Sobic.004G339800,Pavagv11018401m
Sobic.004G339900,Pavagv11018394m
Sobic.004G340000,Pavagv11018389m
Sobic.004G340100,Pavagv11018388m
Sobic.004G340200,No Gene
Sobic.004G340300,Pavagv11018387m
Sobic.004G340400,Pavagv11018386m
Sobic.004G340500,Pavagv11018384m
Sobic.004G340566,No Gene
Sobic.004G340632,No Gene
Sobic.004G340700,No Gene
Sobic.004G340800,No Gene
Sobic.004G340900,Pavagv11018382m
Sobic.004G341000,No Gene
Sobic.004G341100,No Gene
Sobic.004G341200,Pavagv11018380m
Sobic.004G341300,Pavagv11018374m
Sobic.004G341500,No Gene
Sobic.004G341600,No Gene
Sobic.004G341700,Pavagv11018370m
Sobic.004G341800,Pavagv11018368m
Sobic.004G341900,Pavagv11018365m
Sobic.004G342000,Pavagv11018363m
Sobic.004G342100,Pavagv11018359m
Sobic.004G342200,Pavagv11018358m
Sobic.004G342300,Pavagv11018354m
Sobic.004G342400,Pavagv11018353m
Sobic.004G342500,Pavagv11018352m
Sobic.004G342600,Pavagv11018351m
Sobic.004G342700,Pavagv11018305m
Sobic.004G342800,No Gene
Sobic.004G342900,No Gene
Sobic.004G343000,Pavagv11018347m
Sobic.004G343100,Pavagv11018345m
Sobic.004G343300,Pavagv11018344m
Sobic.004G343200,Pavagv11018343m
Sobic.004G343400,Pavagv11018340m
Sobic.004G343500,Pavagv11018339m
Sobic.004G343600,Pavagv11018335m
Sobic.004G343700,Pavagv11018333m
Sobic.004G343733,No Gene
Sobic.004G343766,No Gene
Sobic.004G343800,Pavagv11018330m
Sobic.004G343900,Pavagv11018329m
Sobic.004G344000,No Gene
Sobic.004G344100,Pavagv11018328m
Sobic.004G344200,Pavagv11018326m
Sobic.004G344301,No Gene
Sobic.004G344400,Pavagv11018321m
Sobic.004G344500,Pavagv11018319m
Sobic.004G344600,Pavagv11018318m
Sobic.004G344700,Pavagv11018317m
Sobic.004G344800,Pavagv11018316m
Sobic.004G344901,Pavagv11018314m
Sobic.004G345100,Pavagv11018313m
Sobic.004G345001,No Gene
Sobic.004G345200,No Gene
Sobic.004G345300,Pavagv11018312m
Sobic.004G345400,Pavagv11018311m
Sobic.004G345500,Pavagv11018310m
Sobic.004G345600,Pavagv11018309m
Sobic.004G345700,Pavagv11018306m
Sobic.004G345800,Pavagv11018304m
Sobic.004G345900,Pavagv11018302m
Sobic.004G346000,Pavagv11018301m
Sobic.004G346100,Pavagv11018299m
Sobic.004G346200,Pavagv11018297m
Sobic.004G346300,Pavagv11018296m
Sobic.004G346400,Pavagv11018295m
Sobic.004G346500,Pavagv11018294m
Sobic.004G346600,No Gene
Sobic.004G346750,No Gene
Sobic.004G346700,No Gene
Sobic.004G346800,No Gene
Sobic.004G347000,No Gene
Sobic.004G347100,Pavagv11018290m
Sobic.004G347200,No Gene
Sobic.004G347300,Pavagv11018288m
Sobic.004G347400,Pavagv11018287m
Sobic.004G347500,Pavagv11018283m
Sobic.004G347600,No Gene
Sobic.004G347700,No Gene
Sobic.004G347800,Pavagv11018280m
Sobic.004G347833,No Gene
Sobic.004G347866,No Gene
Sobic.004G347900,Pavagv11018279m
Sobic.004G348000,No Gene
Sobic.004G348100,Pavagv11018278m
Sobic.004G348200,Pavagv11018277m
Sobic.004G348300,Pavagv11018276m
Sobic.004G348400,No Gene
Sobic.004G348500,Pavagv11018275m
Sobic.004G348600,Pavagv11018274m
Sobic.004G348700,Pavagv11018273m
Sobic.004G348800,Pavagv11018270m
Sobic.004G348900,Pavagv11018268m
Sobic.004G349000,Pavagv11018267m
Sobic.004G349100,Pavagv11018266m
Sobic.004G349125,Pavagv11018265m
Sobic.004G349150,No Gene
Sobic.004G349175,Pavagv11018263m
Sobic.004G349237,Pavagv11018262m
Sobic.004G349300,Pavagv11018261m
Sobic.004G349400,Pavagv11018259m
Sobic.004G349450,No Gene
Sobic.004G349500,No Gene
Sobic.004G349550,No Gene
Sobic.004G349600,No Gene
Sobic.004G349650,No Gene
Sobic.004G349700,Pavagv11018258m
Sobic.004G349800,Pavagv11018257m
Sobic.004G349900,Pavagv11018256m
Sobic.004G350000,Pavagv11018255m
Sobic.004G350100,Pavagv11018254m
Sobic.004G350200,Pavagv11018253m
Sobic.004G350300,Pavagv11018252m
Sobic.004G350400,No Gene
Sobic.004G350500,No Gene
Sobic.004G350600,Pavagv11018251m
Sobic.004G350700,Pavagv11018250m
Sobic.004G350800,No Gene
Sobic.004G350900,Pavagv11018247m
Sobic.004G351000,No Gene
Sobic.004G351100,Pavagv11018246m
Sobic.004G351200,Pavagv11018245m
Sobic.004G351300,Pavagv11018244m
Sobic.004G351400,Pavagv11018242m
Sobic.004G351500,Pavagv11018241m
Sobic.004G351600,Pavagv11018234m
Sobic.004G351700,Pavagv11018231m
Sobic.004G351800,Pavagv11018230m
Sobic.004G351866,No Gene
Sobic.004G351932,No Gene
Sobic.004G352000,Pavagv11018229m
Sobic.004G352100,Pavagv11018228m
Sobic.004G352200,Pavagv11018226m
Sobic.004G352301,No Gene
Sobic.004G352400,No Gene
Sobic.004G352500,Pavagv11018224m
Sobic.004G352600,Pavagv11018223m
Sobic.004G352700,Pavagv11018222m
Sobic.004G352750,No Gene
Sobic.004G352800,Pavagv11018220m
Sobic.004G352900,Pavagv11018219m
Sobic.004G353000,Pavagv11018217m
Sobic.004G353100,No Gene
Sobic.004G353200,No Gene
Sobic.004G353300,No Gene
Sobic.004G353400,Pavagv11018216m
Sobic.004G353500,Pavagv11018215m
Sobic.004G353600,Pavagv11018213m
Sobic.004G353650,No Gene
Sobic.004G353700,No Gene
Sobic.004G353800,Pavagv11018210m
Sobic.004G353900,Pavagv11018209m
Sobic.004G354000,Pavagv11018208m
Sobic.004G354100,Pavagv11018207m
Sobic.004G354200,Pavagv11018206m
Sobic.004G354301,No Gene
Sobic.004G354400,Pavagv11018205m
Sobic.004G354500,Pavagv11018203m
Sobic.004G354600,No Gene
Sobic.004G354700,Pavagv11018201m
Sobic.004G354800,No Gene
Sobic.004G355000,No Gene
Sobic.004G355101,Pavagv11018200m
Sobic.004G355200,Pavagv11018199m
Sobic.004G355300,Pavagv11018190m
Sobic.004G355401,No Gene
Sobic.004G355500,Pavagv11018189m
Sobic.004G355600,No Gene
Sobic.004G355700,Pavagv11018188m
Sobic.004G355750,No Gene
Sobic.004G355800,No Gene
Sobic.004G355900,No Gene
Sobic.004G356000,Pavagv11018187m
Sobic.004G356100,Pavagv11018185m
Sobic.004G356200,Pavagv11018184m
Sobic.004G356300,Pavagv11018183m
Sobic.004G356400,Pavagv11018180m
Sobic.004G356500,Pavagv11018178m
Sobic.004G356600,Pavagv11018177m
Sobic.004G356700,Pavagv11018176m
Sobic.004G356800,Pavagv11018175m
Sobic.004G356900,No Gene
Sobic.004G357000,Pavagv11018173m
Sobic.004G357033,No Gene
Sobic.004G357066,No Gene
Sobic.004G357100,Pavagv11018171m
Sobic.004G357200,Pavagv11018170m
Sobic.004G357300,Pavagv11018169m
Sobic.004G357400,Pavagv11018168m
Sobic.004G357500,Pavagv11018167m
Sobic.004G357600,Pavagv11018166m
Sobic.004G357700,No Gene
Sobic.004G357800,Pavagv11018165m
Sobic.004G357900,No Gene
Sobic.004G358000,Pavagv11018164m
Sobic.004G358100,Pavagv11018162m
Sobic.004G358150,No Gene
Sobic.004G358200,Pavagv11018161m
Sobic.004G358301,Pavagv11018160m
Sobic.004G358400,Pavagv11018158m
Sobic.004G358500,Pavagv11018157m
Sobic.004G358600,Pavagv11018155m
Sobic.004G358700,Pavagv11018150m
Sobic.004G358800,No Gene
Sobic.004G358900,Pavagv11018148m
Sobic.004G359100,Pavagv11018146m
Sobic.004G359150,No Gene
Sobic.004G359200,Pavagv11018143m
Sobic.004G359300,Pavagv11018142m
Sobic.004G359400,No Gene
Sobic.004G359500,Pavagv11018140m
Sobic.004G359600,Pavagv11018138m
Sobic.004G359700,No Gene
Sobic.004G359800,No Gene
Sobic.004G359900,Pavagv11018137m
Sobic.005G000100,Pavagv11018130m
Sobic.005G000200,Pavagv11018129m
Sobic.005G000300,Pavagv11018127m
Sobic.005G000400,Pavagv11018126m
Sobic.005G000500,No Gene
Sobic.005G000650,No Gene
Sobic.005G000800,Pavagv11018122m
Sobic.005G000900,No Gene
Sobic.005G001000,Pavagv11018119m
Sobic.005G001100,Pavagv11018118m
Sobic.005G001200,No Gene
Sobic.005G001300,No Gene
Sobic.005G001400,No Gene
Sobic.005G001500,No Gene
Sobic.005G001600,No Gene
Sobic.005G001700,Pavagv11018115m
Sobic.005G001800,No Gene
Sobic.005G001900,No Gene
Sobic.005G002000,Pavagv11018114m
Sobic.005G002050,No Gene
Sobic.005G002100,Pavagv11018112m
Sobic.005G002300,No Gene
Sobic.005G002350,No Gene
Sobic.005G002400,Pavagv11018106m
Sobic.005G002500,No Gene
Sobic.005G002600,No Gene
Sobic.005G002700,No Gene
Sobic.005G002800,Pavagv11018104m
Sobic.005G002900,Pavagv11018103m
Sobic.005G003001,Pavagv11018102m
Sobic.005G003100,No Gene
Sobic.005G003200,Pavagv11018101m
Sobic.005G003300,Pavagv11018096m
Sobic.005G003400,No Gene
Sobic.005G003500,No Gene
Sobic.005G003600,No Gene
Sobic.005G003700,No Gene
Sobic.005G003750,No Gene
Sobic.005G003800,No Gene
Sobic.005G003900,Pavagv11018082m
Sobic.005G004000,Pavagv11018081m
Sobic.005G004100,Pavagv11018080m
Sobic.005G004200,No Gene
Sobic.005G004300,Pavagv11018076m
Sobic.005G004400,Pavagv11018071m
Sobic.005G004500,Pavagv11018069m
Sobic.005G004600,Pavagv11018061m
Sobic.005G004700,Pavagv11018059m
Sobic.005G004800,Pavagv11018054m
Sobic.005G004900,No Gene
Sobic.005G005000,No Gene
Sobic.005G005100,No Gene
Sobic.005G005200,Pavagv11018051m
Sobic.005G005300,Pavagv11018050m
Sobic.005G005400,Pavagv11018049m
Sobic.005G005500,Pavagv11018048m
Sobic.005G005600,Pavagv11018043m
Sobic.005G005650,No Gene
Sobic.005G005700,Pavagv11018036m
Sobic.005G005800,Pavagv11018035m
Sobic.005G006000,No Gene
Sobic.005G006100,No Gene
Sobic.005G006300,Pavagv11042857m
Sobic.005G006400,No Gene
Sobic.005G006500,No Gene
Sobic.005G006701,No Gene
Sobic.005G006900,No Gene
Sobic.005G007000,No Gene
Sobic.005G007101,No Gene
Sobic.005G007200,No Gene
Sobic.005G007500,No Gene
Sobic.005G007600,Pavagv11042858m
Sobic.005G007700,Pavagv11018020m
Sobic.005G007800,Pavagv11042872m
Sobic.005G007900,Pavagv11018017m
Sobic.005G008001,No Gene
Sobic.005G008101,No Gene
Sobic.005G008201,No Gene
Sobic.005G008301,No Gene
Sobic.005G008400,Pavagv11018006m
Sobic.005G008500,No Gene
Sobic.005G008600,Pavagv11042881m
Sobic.005G008700,Pavagv11017994m
Sobic.005G008800,No Gene
Sobic.005G008850,No Gene
Sobic.005G008900,No Gene
Sobic.005G009100,No Gene
Sobic.005G009200,Pavagv11042886m
Sobic.005G009300,Pavagv11017978m
Sobic.005G009400,Pavagv11017977m
Sobic.005G009500,No Gene
Sobic.005G009600,No Gene
Sobic.005G009700,No Gene
Sobic.005G009900,No Gene
Sobic.005G010000,No Gene
Sobic.005G010100,Pavagv11042897m
Sobic.005G010200,Pavagv11042896m
Sobic.005G010300,No Gene
Sobic.005G010400,No Gene
Sobic.005G010500,Pavagv11017972m
Sobic.005G010600,Pavagv11017963m
Sobic.005G010900,No Gene
Sobic.005G010800,No Gene
Sobic.005G011000,Pavagv11017959m
Sobic.005G011100,No Gene
Sobic.005G011200,No Gene
Sobic.005G011300,Pavagv11042902m
Sobic.005G011400,Pavagv11042901m
Sobic.005G011500,No Gene
Sobic.005G011700,No Gene
Sobic.005G011900,No Gene
Sobic.005G012000,Pavagv11043197m
Sobic.005G012100,Pavagv11017942m
Sobic.005G012200,Pavagv11043184m
Sobic.005G012400,Pavagv11043180m
Sobic.005G012600,Pavagv11043176m
Sobic.005G012700,No Gene
Sobic.005G012800,No Gene
Sobic.005G013000,No Gene
Sobic.005G012900,No Gene
Sobic.005G013050,No Gene
Sobic.005G013200,No Gene
Sobic.005G013300,Pavagv11043170m
Sobic.005G013400,No Gene
Sobic.005G013500,Pavagv11043164m
Sobic.005G013550,No Gene
Sobic.005G013600,Pavagv11043161m
Sobic.005G013700,No Gene
Sobic.005G013800,Pavagv11043159m
Sobic.005G013901,No Gene
Sobic.005G014000,Pavagv11017913m
Sobic.005G014100,Pavagv11043153m
Sobic.005G014200,Pavagv11043155m
Sobic.005G014300,Pavagv11017910m
Sobic.005G014400,No Gene
Sobic.005G014500,Pavagv11017908m
Sobic.005G014600,Pavagv11017906m
Sobic.005G014700,Pavagv11017905m
Sobic.005G014800,Pavagv11017904m
Sobic.005G014950,Pavagv11017865m
Sobic.005G015100,Pavagv11017903m
Sobic.005G015200,Pavagv11043132m
Sobic.005G015300,Pavagv11043129m
Sobic.005G015450,Pavagv11017862m
Sobic.005G015600,Pavagv11017842m
Sobic.005G015700,Pavagv11017841m
Sobic.005G015900,No Gene
Sobic.005G016100,No Gene
Sobic.005G016200,No Gene
Sobic.005G016300,Pavagv11043114m
Sobic.005G016400,Pavagv11017825m
Sobic.005G016500,Pavagv11043113m
Sobic.005G016550,No Gene
Sobic.005G016600,Pavagv11043110m
Sobic.005G016700,No Gene
Sobic.005G016800,Pavagv11017807m
Sobic.005G016900,No Gene
Sobic.005G017000,Pavagv11043108m
Sobic.005G017100,No Gene
Sobic.005G017150,No Gene
Sobic.005G017200,Pavagv11043106m
Sobic.005G017300,Pavagv11017802m
Sobic.005G017400,Pavagv11017801m
Sobic.005G017500,Pavagv11043097m
Sobic.005G017566,Pavagv11043086m
Sobic.005G017632,No Gene
Sobic.005G017700,No Gene
Sobic.005G017801,Pavagv11043084m
Sobic.005G017900,No Gene
Sobic.005G018050,Pavagv11043082m
Sobic.005G018200,Pavagv11043076m
Sobic.005G018300,No Gene
Sobic.005G018400,No Gene
Sobic.005G018500,Pavagv11043075m
Sobic.005G018600,No Gene
Sobic.005G018700,Pavagv11043067m
Sobic.005G018800,Pavagv11043066m
Sobic.005G018900,No Gene
Sobic.005G019000,No Gene
Sobic.005G019100,No Gene
Sobic.005G019200,No Gene
Sobic.005G019250,No Gene
Sobic.005G019300,No Gene
Sobic.005G019350,No Gene
Sobic.005G019400,No Gene
Sobic.005G019500,No Gene
Sobic.005G019600,Pavagv11043059m
Sobic.005G019650,No Gene
Sobic.005G019700,Pavagv11043058m
Sobic.005G019750,No Gene
Sobic.005G019800,Pavagv11043055m
Sobic.005G019900,No Gene
Sobic.005G020000,No Gene
Sobic.005G020100,Pavagv11043054m
Sobic.005G020200,Pavagv11043053m
Sobic.005G020300,No Gene
Sobic.005G020400,Pavagv11017683m
Sobic.005G020501,Pavagv11043052m
Sobic.005G020600,Pavagv11017663m
Sobic.005G020700,Pavagv11043049m
Sobic.005G020800,Pavagv11017661m
Sobic.005G020900,Pavagv11043046m
Sobic.005G021000,Pavagv11017656m
Sobic.005G021100,No Gene
Sobic.005G021200,Pavagv11017655m
Sobic.005G021300,No Gene
Sobic.005G021400,Pavagv11043044m
Sobic.005G021500,Pavagv11043040m
Sobic.005G021600,Pavagv11017646m
Sobic.005G021700,Pavagv11017644m
Sobic.005G021800,Pavagv11043038m
Sobic.005G021900,Pavagv11043037m
Sobic.005G021950,Pavagv11043035m
Sobic.005G022000,Pavagv11017636m
Sobic.005G022100,Pavagv11043032m
Sobic.005G022200,Pavagv11017549m
Sobic.005G022300,No Gene
Sobic.005G022400,No Gene
Sobic.005G022500,Pavagv11043004m
Sobic.005G022600,Pavagv11043003m
Sobic.005G022700,No Gene
Sobic.005G022800,Pavagv11017623m
Sobic.005G023000,Pavagv11017621m
Sobic.005G023100,Pavagv11017618m
Sobic.005G023201,No Gene
Sobic.005G023301,No Gene
Sobic.005G023400,No Gene
Sobic.005G023600,Pavagv11017529m
Sobic.005G023700,No Gene
Sobic.005G023800,No Gene
Sobic.005G023900,Pavagv11042994m
Sobic.005G024000,Pavagv11042976m
Sobic.005G024100,No Gene
Sobic.005G024200,Pavagv11042990m
Sobic.005G024300,Pavagv11017609m
Sobic.005G024400,Pavagv11017607m
Sobic.005G024500,No Gene
Sobic.005G024600,Pavagv11017558m
Sobic.005G024700,Pavagv11017598m
Sobic.005G024800,Pavagv11017594m
Sobic.005G024900,No Gene
Sobic.005G025001,Pavagv11017574m
Sobic.005G025100,Pavagv11017573m
Sobic.005G025300,Pavagv11017571m
Sobic.005G025400,Pavagv11017570m
Sobic.005G025500,Pavagv11042964m
Sobic.005G025600,No Gene
Sobic.005G025700,Pavagv11017564m
Sobic.005G025800,Pavagv11017563m
Sobic.005G025900,Pavagv11017553m
Sobic.005G026000,No Gene
Sobic.005G026100,Pavagv11017519m
Sobic.005G026200,Pavagv11017511m
Sobic.005G026300,No Gene
Sobic.005G026400,Pavagv11017509m
Sobic.005G026500,Pavagv11017558m
Sobic.005G026600,Pavagv11017505m
Sobic.005G026700,No Gene
Sobic.005G026800,No Gene
Sobic.005G026900,No Gene
Sobic.005G026966,No Gene
Sobic.005G027032,Pavagv11017503m
Sobic.005G027100,No Gene
Sobic.005G027200,No Gene
Sobic.005G027250,No Gene
Sobic.005G027300,Pavagv11017502m
Sobic.005G027400,Pavagv11017501m
Sobic.005G027350,No Gene
Sobic.005G027600,No Gene
Sobic.005G027680,No Gene
Sobic.005G027760,No Gene
Sobic.005G027840,No Gene
Sobic.005G027920,No Gene
Sobic.005G028000,No Gene
Sobic.005G028100,No Gene
Sobic.005G028200,No Gene
Sobic.005G028300,No Gene
Sobic.005G028400,Pavagv11017496m
Sobic.005G028500,Pavagv11017495m
Sobic.005G028600,Pavagv11017494m
Sobic.005G028700,Pavagv11017493m
Sobic.005G028800,Pavagv11017492m
Sobic.005G028900,Pavagv11017490m
Sobic.005G029000,Pavagv11017489m
Sobic.005G029100,Pavagv11017487m
Sobic.005G029200,Pavagv11017486m
Sobic.005G029300,No Gene
Sobic.005G029400,No Gene
Sobic.005G029500,No Gene
Sobic.005G029600,No Gene
Sobic.005G029700,Pavagv11017478m
Sobic.005G029800,Pavagv11017474m
Sobic.005G029833,No Gene
Sobic.005G029866,Pavagv11017477m
Sobic.005G029900,Pavagv11017476m
Sobic.005G030000,No Gene
Sobic.005G030100,Pavagv11017471m
Sobic.005G030200,No Gene
Sobic.005G030233,No Gene
Sobic.005G030266,Pavagv11017468m
Sobic.005G030300,No Gene
Sobic.005G030400,Pavagv11017449m
Sobic.005G030500,Pavagv11017448m
Sobic.005G030600,Pavagv11017447m
Sobic.005G030700,No Gene
Sobic.005G030850,No Gene
Sobic.005G031000,Pavagv11017446m
Sobic.005G031100,No Gene
Sobic.005G031200,No Gene
Sobic.005G031400,Pavagv11017418m
Sobic.005G031500,No Gene
Sobic.005G031600,No Gene
Sobic.005G031700,No Gene
Sobic.005G031800,No Gene
Sobic.005G031901,Pavagv11017426m
Sobic.005G032000,Pavagv11042930m
Sobic.005G032100,No Gene
Sobic.005G032200,No Gene
Sobic.005G032300,Pavagv11017396m
Sobic.005G032400,Pavagv11017395m
Sobic.005G032500,Pavagv11042927m
Sobic.005G032600,No Gene
Sobic.005G032700,Pavagv11017393m
Sobic.005G032800,Pavagv11017392m
Sobic.005G032900,No Gene
Sobic.005G033000,No Gene
Sobic.005G033100,Pavagv11042918m
Sobic.005G033200,Pavagv11042905m
Sobic.005G033300,Pavagv11017384m
Sobic.005G033400,No Gene
Sobic.005G033600,No Gene
Sobic.005G033700,No Gene
Sobic.005G033801,Pavagv11017368m
Sobic.005G033900,No Gene
Sobic.005G034000,Pavagv11043215m
Sobic.005G034100,Pavagv11017364m
Sobic.005G034200,No Gene
Sobic.005G034300,Pavagv11017363m
Sobic.005G034400,Pavagv11043218m
Sobic.005G034500,Pavagv11017338m
Sobic.005G034600,Pavagv11017337m
Sobic.005G034700,Pavagv11017336m
Sobic.005G034900,No Gene
Sobic.005G035000,Pavagv11043225m
Sobic.005G035100,No Gene
Sobic.005G035200,No Gene
Sobic.005G035250,No Gene
Sobic.005G035300,Pavagv11043228m
Sobic.005G035400,Pavagv11043233m
Sobic.005G035500,No Gene
Sobic.005G035600,No Gene
Sobic.005G035700,No Gene
Sobic.005G035800,Pavagv11017323m
Sobic.005G035850,No Gene
Sobic.005G035900,Pavagv11017322m
Sobic.005G035950,No Gene
Sobic.005G036000,No Gene
Sobic.005G036100,Pavagv11017312m
Sobic.005G036200,Pavagv11017311m
Sobic.005G036300,Pavagv11043239m
Sobic.005G036350,No Gene
Sobic.005G036400,Pavagv11043242m
Sobic.005G036450,No Gene
Sobic.005G036500,Pavagv11043244m
Sobic.005G036600,Pavagv11017294m
Sobic.005G036700,No Gene
Sobic.005G036800,Pavagv11017294m
Sobic.005G036900,Pavagv11017290m
Sobic.005G037000,Pavagv11043256m
Sobic.005G037100,No Gene
Sobic.005G037200,No Gene
Sobic.005G037300,Pavagv11017283m
Sobic.005G037400,No Gene
Sobic.005G037500,No Gene
Sobic.005G037600,No Gene
Sobic.005G037700,Pavagv11017285m
Sobic.005G037800,No Gene
Sobic.005G037850,No Gene
Sobic.005G037900,Pavagv11017276m
Sobic.005G038000,Pavagv11043269m
Sobic.005G038100,No Gene
Sobic.005G038200,No Gene
Sobic.005G038300,Pavagv11017286m
Sobic.005G038400,Pavagv11043280m
Sobic.005G038450,No Gene
Sobic.005G038500,Pavagv11043284m
Sobic.005G038600,Pavagv11017262m
Sobic.005G038700,Pavagv11043291m
Sobic.005G038800,No Gene
Sobic.005G038900,Pavagv11043293m
Sobic.005G039000,Pavagv11043295m
Sobic.005G039100,Pavagv11043296m
Sobic.005G039200,No Gene
Sobic.005G039350,No Gene
Sobic.005G039500,Pavagv11043297m
Sobic.005G039600,Pavagv11017219m
Sobic.005G039700,Pavagv11043301m
Sobic.005G039800,No Gene
Sobic.005G039900,No Gene
Sobic.005G040000,No Gene
Sobic.005G040100,No Gene
Sobic.005G040200,No Gene
Sobic.005G040301,No Gene
Sobic.005G040400,Pavagv11043302m
Sobic.005G040500,No Gene
Sobic.005G040700,No Gene
Sobic.005G040800,No Gene
Sobic.005G040900,No Gene
Sobic.005G040950,No Gene
Sobic.005G041000,Pavagv11017212m
Sobic.005G041100,Pavagv11043325m
Sobic.005G041150,No Gene
Sobic.005G041200,Pavagv11043329m
Sobic.005G041300,Pavagv11017201m
Sobic.005G041400,Pavagv11017200m
Sobic.005G041450,No Gene
Sobic.005G041500,Pavagv11017196m
